college,division,playername,position,height,season
Milwaukee School of Engineering,D3,CALEB SCHOBER,MIDDLE BLOCKER,76,2016-2017
Milwaukee School of Engineering,D3,CHRISTIAN SCHOBER,OUTSIDE HITTER,71,2016-2017
Milwaukee School of Engineering,D3,DANNY MARTENS,LIBERO,68,2016-2017
Milwaukee School of Engineering,D3,ED KRUPSKI,RIGHT SIDE,74,2016-2017
Milwaukee School of Engineering,D3,JAKE CHRISTENSEN,OUTSIDE HITTER,75,2016-2017
Milwaukee School of Engineering,D3,JOE HUMPAL,OUTSIDE HITTER/SETTER,76,2016-2017
Milwaukee School of Engineering,D3,LOGAN BAERENWALD,OUTSIDE HITTER,77,2016-2017
Milwaukee School of Engineering,D3,NEIL NAUGHTON,MIDDLE BLOCKER,79,2016-2017
Milwaukee School of Engineering,D3,QUIN KRISIK,SETTER,73,2016-2017
Milwaukee School of Engineering,D3,SAM STEALEY,OUTSIDE HITTER,76,2016-2017
Milwaukee School of Engineering,D3,SCOTT BOYK,RIGHT SIDE,75,2016-2017
Milwaukee School of Engineering,D3,SEAN RUNYON,LIBERO,68,2016-2017
Milwaukee School of Engineering,D3,SPENCER MUELLER,MIDDLE BLOCKER,78,2016-2017
MIT,D3,ANDREW HALL,MIDDLE BLOCKER,78,2016-2017
MIT,D3,CAMERON BURNETT,OUTSIDE HITTER,75,2016-2017
MIT,D3,COLTON STEARNS,OUTSIDE HITTER,74,2016-2017
MIT,D3,JACOB GASPARICH,MIDDLE BLOCKER,77,2016-2017
MIT,D3,JORDAN LUCIER,DEFENSIVE SPECIALIST,72,2016-2017
MIT,D3,MARTIN KRASUSKI,OUTSIDE HITTER,76,2016-2017
MIT,D3,MICHAEL KULINSKI,SETTER,75,2016-2017
MIT,D3,PARKER HALL,DEFENSIVE SPECIALIST,70,2016-2017
MIT,D3,SEAN KROPP,RIGHT SIDE,75,2016-2017
MIT,D3,SKYLER KAUFMAN,MIDDLE BLOCKER,81,2016-2017
MIT,D3,STEVEN TIMBERMAN,RIGHT SIDE,77,2016-2017
MIT,D3,SUYASH FULAY,SETTER,68,2016-2017
MIT,D3,TAVISH SMITH,OUTSIDE HITTER,77,2016-2017
MIT,D3,THOMAS NELSON,OUTSIDE HITTER,73,2016-2017
MIT,D3,TOM LEECH,OUTSIDE HITTER,73,2016-2017
MIT,D3,YIZE DONG,SETTER,74,2016-2017
Mt. St. Joseph University,D3,ADAM WILLIAMS,OUTSIDE HITTER,73,2016-2017
Mt. St. Joseph University,D3,ALEX VOHLAND,OUTSIDE HITTER,76,2016-2017
Mt. St. Joseph University,D3,ANDREW CHISHOLM,OUTSIDE HITTER/RIGHT SIDE,83,2016-2017
Mt. St. Joseph University,D3,BEN HOLT,OUTSIDE HITTER/MIDDLE BLOCKER,79,2016-2017
Mt. St. Joseph University,D3,BRETT COOPER,OUTSIDE HITTER/MIDDLE BLOCKER,76,2016-2017
Mt. St. Joseph University,D3,CHRIS ALES,OUTSIDE HITTER,71,2016-2017
Mt. St. Joseph University,D3,DARIEN BRADLEY,OUTSIDE HITTER,72,2016-2017
Mt. St. Joseph University,D3,DARRELL SWANSON,RIGHT SIDE,72,2016-2017
Mt. St. Joseph University,D3,JOEY PIAZZA,OUTSIDE HITTER/DEFENSIVE SPECIALIST,74,2016-2017
Mt. St. Joseph University,D3,KEVIN SIEMER,OUTSIDE HITTER/RIGHT SIDE,75,2016-2017
Mt. St. Joseph University,D3,MARUSHWA KINGU,OUTSIDE HITTER,79,2016-2017
Mt. St. Joseph University,D3,NATHAN HERDEMAN,OUTSIDE HITTER/SETTER,71,2016-2017
Mt. St. Joseph University,D3,NICK MELBARDIS,DEFENSIVE SPECIALIST,71,2016-2017
Mt. St. Joseph University,D3,RICHIE PLANEK,RIGHT SIDE,75,2016-2017
Mt. St. Joseph University,D3,ZACH KUEBLER,OUTSIDE HITTER/DEFENSIVE SPECIALIST,71,2016-2017
Mt. St. Joseph University,D3,ZACK STORC,OUTSIDE HITTER,77,2016-2017
Nazareth College,D3,DAN SHORNEY,DEFENSIVE SPECIALIST/LIBERO,71,2016-2017
Nazareth College,D3,ETHAN ROSS,MIDDLE BLOCKER,78,2016-2017
Nazareth College,D3,JACOB GLEASON,SETTER/LIBERO,67,2016-2017
Nazareth College,D3,JAKE KEMP,SETTER,74,2016-2017
Nazareth College,D3,JONATHAN CHAMBERY,MIDDLE BLOCKER,77,2016-2017
Nazareth College,D3,KANE WITTORFF,RIGHT SIDE,77,2016-2017
Nazareth College,D3,LUIS VAZQUEZ,OUTSIDE HITTER/LIBERO,70,2016-2017
Nazareth College,D3,ROBERT SARNECKIS,OUTSIDE HITTER,75,2016-2017
Nazareth College,D3,SAM BITTKER,OUTSIDE HITTER,76,2016-2017
Nazareth College,D3,SEAN DILLON,MIDDLE BLOCKER,79,2016-2017
Nazareth College,D3,TOM KEISLING,OUTSIDE HITTER/LIBERO,75,2016-2017
Nazareth College,D3,TREVOR GOOCH,OUTSIDE HITTER,73,2016-2017
Nazareth College,D3,TYLER FARNUNG,SETTER,73,2016-2017
Nazareth College,D3,ZACHARY GILLARD,OUTSIDE HITTER,77,2016-2017
New Jersey City University,D3,CHRISTIAN RAMIREZ FR,MIDDLE BLOCKER,73,2016-2017
New Jersey City University,D3,DAVID PENAHERRERA SO,LIBERO,70,2016-2017
New Jersey City University,D3,EDGAR CRESPO FR,OUTSIDE HITTER,71,2016-2017
New Jersey City University,D3,JAMES AMANONCE FR,OUTSIDE HITTER/SETTER,68,2016-2017
New Jersey City University,D3,JIMMY VEGA FR,SETTER,68,2016-2017
New Jersey City University,D3,JJ BERDECIA FR,OUTSIDE HITTER,72,2016-2017
New Jersey City University,D3,JONATHAN ANDREWS FR,RIGHT SIDE/MIDDLE BLOCKER,75,2016-2017
New Jersey City University,D3,JULIAN MOREIRA FR,RIGHT SIDE/MIDDLE BLOCKER,76,2016-2017
New Jersey City University,D3,KAMRAN CHAUDHRY FR,MIDDLE BLOCKER,77,2016-2017
New Jersey Institute of Technology,D1,BAILEY MUNDY,OUTSIDE HITTER,77,2016-2017
New Jersey Institute of Technology,D1,BRAD THELE,OUTSIDE HITTER,74,2016-2017
New Jersey Institute of Technology,D1,CAMERON TAIT,SETTER,75,2016-2017
New Jersey Institute of Technology,D1,CHRIS WISE,LIBERO,69,2016-2017
New Jersey Institute of Technology,D1,CHRISTOPHER COSTANTINO,OUTSIDE HITTER/SETTER,75,2016-2017
New Jersey Institute of Technology,D1,JABARRY GOODRIDGE,OUTSIDE HITTER,76,2016-2017
New Jersey Institute of Technology,D1,KEVIN MYREN,MIDDLE BLOCKER,77,2016-2017
New Jersey Institute of Technology,D1,LUKE ALLMOND,MIDDLE BLOCKER,78,2016-2017
New Jersey Institute of Technology,D1,LUKE ROBBE,MIDDLE BLOCKER,80,2016-2017
New Jersey Institute of Technology,D1,PAT HOWELL,SETTER,77,2016-2017
New Jersey Institute of Technology,D1,PIOTR NAMIOTKO,RIGHT SIDE,77,2016-2017
New Jersey Institute of Technology,D1,RAYMOND KOWALSKI,RIGHT SIDE,77,2016-2017
New Jersey Institute of Technology,D1,REX CUSENBARY,RIGHT SIDE,79,2016-2017
New Jersey Institute of Technology,D1,RICARDO WHITAKER,SETTER,73,2016-2017
New Jersey Institute of Technology,D1,SHANNON HECKMAN,LIBERO,67,2016-2017
New Jersey Institute of Technology,D1,TYLER BRANDOW,OUTSIDE HITTER/LIBERO,73,2016-2017
NYU,D3,ADAM LEE FR,OUTSIDE HITTER,74,2016-2017
NYU,D3,ALEX LI FR,OUTSIDE HITTER,78,2016-2017
NYU,D3,ANDREW ZHU JR,OUTSIDE HITTER,75,2016-2017
NYU,D3,BRENDAN DUGGAN SO,MIDDLE BLOCKER,79,2016-2017
NYU,D3,C NICK BENSON SR,OUTSIDE HITTER,75,2016-2017
NYU,D3,C SEAN LEAHY SR,MIDDLE BLOCKER,77,2016-2017
NYU,D3,CONNOR KEOWEN FR,SETTER/LIBERO,68,2016-2017
NYU,D3,DAVID HO FR,LIBERO,68,2016-2017
NYU,D3,DERRICK CHIU SR,SETTER,72,2016-2017
NYU,D3,ETHAN TALKOV SO,MIDDLE BLOCKER,80,2016-2017
NYU,D3,EVAN LINDLEY FR,RIGHT SIDE,77,2016-2017
NYU,D3,JAIME RIVERA JR,SETTER,73,2016-2017
NYU,D3,MATIN BIKDELI FR,SETTER,74,2016-2017
NYU,D3,NEIL FERRARO FR,RIGHT SIDE/MIDDLE BLOCKER,79,2016-2017
NYU,D3,STEPHEN TAN SR,MIDDLE BLOCKER,76,2016-2017
NYU,D3,THOMAS YU FR,OUTSIDE HITTER/SETTER,72,2016-2017
Olivet College,D3,AARON GIORGI FR,SETTER,72,2016-2017
Olivet College,D3,ANDREW MCCORMICK FR,OUTSIDE HITTER,77,2016-2017
Olivet College,D3,BROCK PRINGLE FR,RIGHT SIDE,74,2016-2017
Olivet College,D3,DEIVAN PRINCE FR,DEFENSIVE SPECIALIST,70,2016-2017
Olivet College,D3,LUKE DEWITT SR,MIDDLE BLOCKER,77,2016-2017
Olivet College,D3,MATHEW CAAMAL FR,SETTER,75,2016-2017
Olivet College,D3,RHETT PRINGLE JR,OUTSIDE HITTER,74,2016-2017
Olivet College,D3,TALEN SCHALLHORN JR,DEFENSIVE SPECIALIST,69,2016-2017
Olivet College,D3,TRENT ROBINSON FR,MIDDLE BLOCKER,74,2016-2017
Olivet College,D3,ZACH PRINGLE FR,DEFENSIVE SPECIALIST,73,2016-2017
Penn State University Atloona,D3,BILLY SMITH,SETTER,70,2016-2017
Penn State University Atloona,D3,BRADLEY COLDITZ,OUTSIDE HITTER,72,2016-2017
Penn State University Atloona,D3,BRANDON ARENTZ,OUTSIDE HITTER/RIGHT SIDE,74,2016-2017
Penn State University Atloona,D3,BRIAN SHEDDY,OUTSIDE HITTER,73,2016-2017
Penn State University Atloona,D3,CHASE GALBRAITH,MIDDLE BLOCKER,75,2016-2017
Penn State University Atloona,D3,DANIEL DOWNS,MIDDLE BLOCKER,77,2016-2017
Penn State University Atloona,D3,DYLAN APPLEMAN,OUTSIDE HITTER,70,2016-2017
Penn State University Atloona,D3,JACOB BYERS,OUTSIDE HITTER/RIGHT SIDE,73,2016-2017
Penn State University Atloona,D3,JONATHAN RUHL,DEFENSIVE SPECIALIST/LIBERO,67,2016-2017
Penn State University Atloona,D3,JUSTIN BANNISTER,MIDDLE BLOCKER,75,2016-2017
Penn State University Atloona,D3,RYAN DRY,OUTSIDE HITTER/RIGHT SIDE,75,2016-2017
Penn State University Atloona,D3,TANNER YAW,RIGHT SIDE,70,2016-2017
Penn State University Atloona,D3,TOMMY KISICK,SETTER,73,2016-2017
Penn State University Atloona,D3,WALLY RIVERABERRIOS,LIBERO,69,2016-2017
Penn State University Behrend,D3,ANTHONY SPRENTZ,SETTER,70,2016-2017
Penn State University Behrend,D3,CALVIN NOWICKI,SETTER,71,2016-2017
Penn State University Behrend,D3,CODY GEIS,MIDDLE BLOCKER,79,2016-2017
Penn State University Behrend,D3,DEREK KUHN,OUTSIDE HITTER,72,2016-2017
Penn State University Behrend,D3,DILLON HILDEBRAND,OUTSIDE HITTER,72,2016-2017
Penn State University Behrend,D3,JAKE ALBERT,OUTSIDE HITTER,72,2016-2017
Penn State University Behrend,D3,JAKE GEARHART,OUTSIDE HITTER,70,2016-2017
Penn State University Behrend,D3,JOEY REYNOLDS,MIDDLE BLOCKER,77,2016-2017
Penn State University Behrend,D3,JOSH MATHEWS,DEFENSIVE SPECIALIST,70,2016-2017
Penn State University Behrend,D3,LUKE VENSEL,DEFENSIVE SPECIALIST,73,2016-2017
Penn State University Behrend,D3,MARCELLO FROLLO,DEFENSIVE SPECIALIST,67,2016-2017
Penn State University Behrend,D3,ROBERT MCMASTER,DEFENSIVE SPECIALIST,70,2016-2017
Penn State University Behrend,D3,TRENTON MUNK,MIDDLE BLOCKER,79,2016-2017
Penn State University Behrend,D3,TYLER FIELY,OUTSIDE HITTER,74,2016-2017
Penn State University Behrend,D3,TYLER HERRMANN,OUTSIDE HITTER,73,2016-2017
Pepperdine University,D1,ALEX HARTHALLER,OUTSIDE HITTER,78,2016-2017
Pepperdine University,D1,AUGIE MILLER,RIGHT SIDE,76,2016-2017
Pepperdine University,D1,CHAD MCCALLISTER,LIBERO,72,2016-2017
Pepperdine University,D1,CLAY CARR,RIGHT SIDE,78,2016-2017
Pepperdine University,D1,COLBY HARRIMAN,OUTSIDE HITTER,76,2016-2017
Pepperdine University,D1,DANIEL VAZIRI,RIGHT SIDE/MIDDLE BLOCKER,78,2016-2017
Pepperdine University,D1,DAVID WIECZOREK,OUTSIDE HITTER,80,2016-2017
Pepperdine University,D1,JACK COLE,MIDDLE BLOCKER,78,2016-2017
Pepperdine University,D1,JAMES GEHRELS,OUTSIDE HITTER,76,2016-2017
Pepperdine University,D1,JOSHUA STEWART,SETTER,76,2016-2017
Pepperdine University,D1,KALEB DENMARK,OUTSIDE HITTER,76,2016-2017
Pepperdine University,D1,KYLE SUPPES,MIDDLE BLOCKER,79,2016-2017
Pepperdine University,D1,MAX CHAMBERLAIN,MIDDLE BLOCKER,78,2016-2017
Pepperdine University,D1,MAX STATES,OUTSIDE HITTER,73,2016-2017
Pepperdine University,D1,MICHAEL WEXTER,OUTSIDE HITTER,78,2016-2017
Pepperdine University,D1,MITCHELL PENNING,MIDDLE BLOCKER,79,2016-2017
Pepperdine University,D1,NOAH DYER,OUTSIDE HITTER/SETTER,77,2016-2017
Pepperdine University,D1,NOLAN SHARP,LIBERO,70,2016-2017
Pepperdine University,D1,OWEN YOSHIMOTO,OUTSIDE HITTER,74,2016-2017
Pepperdine University,D1,ROB MULLAHEY,SETTER,76,2016-2017
Pepperdine University,D1,SAM BRADLEY,MIDDLE BLOCKER,77,2016-2017
Pepperdine University,D1,SOREN DIONKINDEM,SETTER,74,2016-2017
Pepperdine University,D1,WESTON BARNES,LIBERO,73,2016-2017
Pratt Institute,D3,ANDREAS HAJIGEORGI,OUTSIDE HITTER,70,2016-2017
Pratt Institute,D3,ARI GRANT,OUTSIDE HITTER,78,2016-2017
Pratt Institute,D3,ARTHUR CARMO,RIGHT SIDE,73,2016-2017
Pratt Institute,D3,DAVID CUTLER,SETTER,71,2016-2017
Pratt Institute,D3,DEAN LIAW OH,NULL,NULL,2016-2017
Pratt Institute,D3,HAVEN GORDON,MIDDLE BLOCKER,76,2016-2017
Pratt Institute,D3,JEFF YANG,DEFENSIVE SPECIALIST,70,2016-2017
Pratt Institute,D3,JOSEPH LEE,LIBERO,66,2016-2017
Pratt Institute,D3,JUSTIN TIGLAO,LIBERO,69,2016-2017
Pratt Institute,D3,KRISTOPHER PATTON OH,NULL,NULL,2016-2017
Pratt Institute,D3,UDDHAV KEDIA,MIDDLE BLOCKER,73,2016-2017
Princeton University,D1,BILLY ANDREW,MIDDLE BLOCKER,79,2016-2017
Princeton University,D1,CORRY SHORT,LIBERO,76,2016-2017
Princeton University,D1,GEORGE HUHMANN,MIDDLE BLOCKER,83,2016-2017
Princeton University,D1,GREG LUCK,OUTSIDE HITTER,77,2016-2017
Princeton University,D1,JONAH MAY,SETTER,74,2016-2017
Princeton University,D1,JUNIOR OBOH,MIDDLE BLOCKER,79,2016-2017
Princeton University,D1,KENDALL RATTER,OUTSIDE HITTER,76,2016-2017
Princeton University,D1,KURT THIEMANN,RIGHT SIDE/SETTER,79,2016-2017
Princeton University,D1,MATTHEW NICHOLAS,RIGHT SIDE,78,2016-2017
Princeton University,D1,MIKE FUERST,OUTSIDE HITTER/RIGHT SIDE,78,2016-2017
Princeton University,D1,PARKER DIXON,OUTSIDE HITTER,78,2016-2017
Princeton University,D1,SHANE GOODING,SETTER,76,2016-2017
Princeton University,D1,TREY SICKLER,MIDDLE BLOCKER,78,2016-2017
Purchase College,D3,ANDREO OTINIANO,OUTSIDE HITTER,70,2016-2017
Purchase College,D3,ANDREW SCHWAB,RIGHT SIDE/SETTER,75,2016-2017
Purchase College,D3,AUSTIN LYNCH,LIBERO,71,2016-2017
Purchase College,D3,CHRISTOPHER WILLIAMS,MIDDLE BLOCKER,68,2016-2017
Purchase College,D3,ETHAN HUANG,MIDDLE BLOCKER,72,2016-2017
Purchase College,D3,GIOVANNI SPADARO,DEFENSIVE SPECIALIST,67,2016-2017
Purchase College,D3,GRIFFIN RAPP,RIGHT SIDE,71,2016-2017
Purchase College,D3,KEVIN CARGES,OUTSIDE HITTER,73,2016-2017
Purchase College,D3,LUKE KUBISCH,OUTSIDE HITTER,76,2016-2017
Purchase College,D3,RILEY DAMERELL,RIGHT SIDE/SETTER,73,2016-2017
Purdue University,D1,ALEX DICKMANN,RIGHT SIDE,76,2016-2017
Purdue University,D1,AUSTIN NEACE,OUTSIDE HITTER,76,2016-2017
Purdue University,D1,COLTON STONE,OUTSIDE HITTER,76,2016-2017
Purdue University,D1,GABRIEL QUINONES,SETTER,75,2016-2017
Purdue University,D1,GRAYDON SCHROEDER,MIDDLE BLOCKER,77,2016-2017
Purdue University,D1,JACK CARLSON,LIBERO,76,2016-2017
Purdue University,D1,JAYSEN ZALESKI,MIDDLE BLOCKER,76,2016-2017
Purdue University,D1,KYLE FITZGERALD,MIDDLE BLOCKER,78,2016-2017
Purdue University,D1,MATT ZESKE,OUTSIDE HITTER,74,2016-2017
Purdue University,D1,MAX HANSEN,LIBERO,76,2016-2017
Purdue University,D1,MICHAEL KEEGAN,SETTER,75,2016-2017
Purdue University,D1,NICK SMALTER,OUTSIDE HITTER,78,2016-2017
Purdue University,D1,PELEGRIN VARGAS,OUTSIDE HITTER,76,2016-2017
Purdue University,D1,RICHIE DIEDRICH,MIDDLE BLOCKER,79,2016-2017
Purdue University,D1,SCOTT MCNERNEY,OUTSIDE HITTER/LIBERO,76,2016-2017
Purdue University,D1,SEIMA GROVES,MIDDLE BLOCKER,76,2016-2017
Purdue University,D1,TONY PRICE,OUTSIDE HITTER,76,2016-2017
Quincy University,D1,ADAM MEYER,MIDDLE BLOCKER,79,2016-2017
Quincy University,D1,ADAM ROGAN,SETTER,76,2016-2017
Quincy University,D1,ANTHONY WINTER,OUTSIDE HITTER,76,2016-2017
Quincy University,D1,BLAKE SPRECHER,MIDDLE BLOCKER,80,2016-2017
Quincy University,D1,BRADY LOOS,OUTSIDE HITTER,74,2016-2017
Quincy University,D1,BRANDON DAVIS,RIGHT SIDE,75,2016-2017
Quincy University,D1,BRENT MURPHY,LIBERO,64,2016-2017
Quincy University,D1,COLLIN MERK,LIBERO,70,2016-2017
Quincy University,D1,DAVID SIEBUM,OUTSIDE HITTER,76,2016-2017
Quincy University,D1,JACOB SHEETS,MIDDLE BLOCKER,79,2016-2017
Quincy University,D1,JARED UHLIR,SETTER,75,2016-2017
Quincy University,D1,JARROD KELSO,MIDDLE BLOCKER,79,2016-2017
Quincy University,D1,JUWANN JACKSON,OUTSIDE HITTER,73,2016-2017
Quincy University,D1,KOLBIE KNORR,LIBERO,73,2016-2017
Quincy University,D1,KURTWOOD GREENE,OUTSIDE HITTER,74,2016-2017
Quincy University,D1,MICHAEL SCHREIBER,LIBERO,70,2016-2017
Quincy University,D1,NOAH RANDALL,SETTER,73,2016-2017
Quincy University,D1,OMARI WHEELER,OUTSIDE HITTER,76,2016-2017
Quincy University,D1,SHANE MCADAMS,MIDDLE BLOCKER,82,2016-2017
Quincy University,D1,SIMON BRUCKNER,LIBERO,70,2016-2017
Quincy University,D1,THANE FANFULIK,SETTER,77,2016-2017
Quincy University,D1,TIMOTHY CHA,OUTSIDE HITTER,72,2016-2017
Ramapo College,D3,BRENDEN RUSSELL,MIDDLE BLOCKER,75,2016-2017
Ramapo College,D3,CONNOR BRANDOW,OUTSIDE HITTER,75,2016-2017
Ramapo College,D3,ERIC VAN THUYNE,LIBERO,72,2016-2017
Ramapo College,D3,GARRETT FITZSIMMONS,SETTER/RIGHT SIDE,78,2016-2017
Ramapo College,D3,JORDAN ELAM,MIDDLE BLOCKER,74,2016-2017
Ramapo College,D3,JUSTIN FEIGELES,OUTSIDE HITTER,71,2016-2017
Ramapo College,D3,LUCAS INGLIS,SETTER,70,2016-2017
Ramapo College,D3,LUKE LALLO,MIDDLE BLOCKER,74,2016-2017
Ramapo College,D3,MACK BROWER,OUTSIDE HITTER,73,2016-2017
Ramapo College,D3,NICK AMOS,MIDDLE BLOCKER,76,2016-2017
Ramapo College,D3,PAUL CLOSE,OUTSIDE HITTER/RIGHT SIDE,76,2016-2017
Ramapo College,D3,SEAN CULWELL,SETTER,70,2016-2017
Ramapo College,D3,STEPHEN CODISPODO,MIDDLE BLOCKER,75,2016-2017
Ramapo College,D3,TERRENCE CANDO,DEFENSIVE SPECIALIST/LIBERO,66,2016-2017
Regis College,D3,BRETT KRAHL JR,MIDDLE BLOCKER,77,2016-2017
Regis College,D3,CHRISTOPHER FITTA JR,LIBERO,69,2016-2017
Regis College,D3,DREW BEIMEL SO,RIGHT SIDE,73,2016-2017
Regis College,D3,JAY MCTAGUE FR,RIGHT SIDE,76,2016-2017
Regis College,D3,JAYSON VEGA FR,SETTER,74,2016-2017
Regis College,D3,JEFF RAMOS JR,RIGHT SIDE,70,2016-2017
Regis College,D3,JOE HANRAHAN SR,SETTER,70,2016-2017
Regis College,D3,JON FUENTES SR,LIBERO,68,2016-2017
Regis College,D3,MANNY SANTIAGO SR,RIGHT SIDE,72,2016-2017
Regis College,D3,MARCOS AGUIRRE JR,OUTSIDE HITTER,74,2016-2017
Regis College,D3,SEAN BISNETT SR,OUTSIDE HITTER,74,2016-2017
Regis College,D3,WADE ROBIDOUX JR,MIDDLE BLOCKER,76,2016-2017
Rivier University,D3,CAM ROTH FRESHMAN,OUTSIDE HITTER,75,2016-2017
Rivier University,D3,DAHNNY ROGERS SOPHOMORE,OUTSIDE HITTER/DEFENSIVE SPECIALIST,73,2016-2017
Rivier University,D3,DANNY SCIOLARO FRESHMAN,SETTER,76,2016-2017
Rivier University,D3,DASHAUN GRAHAM SOPHOMORE,MIDDLE BLOCKER,74,2016-2017
Rivier University,D3,DAVID SMITH FRESHMAN,OUTSIDE HITTER,74,2016-2017
Rivier University,D3,FRANCIS KOKOROS FRESHMAN,RIGHT SIDE,79,2016-2017
Rivier University,D3,GARRETT BUCKLIN JUNIOR,LIBERO,70,2016-2017
Rivier University,D3,GRANT ANDLER JUNIOR,RIGHT SIDE,78,2016-2017
Rivier University,D3,IAN WOLSKI SENIOR,OUTSIDE HITTER,75,2016-2017
Rivier University,D3,JOHN EQUITANI FRESHMAN,MIDDLE BLOCKER,76,2016-2017
Rivier University,D3,KHAYNEN YOCCA SOPHOMORE,MIDDLE BLOCKER,78,2016-2017
Rivier University,D3,MATT HECKLER JUNIOR,MIDDLE BLOCKER,76,2016-2017
Rivier University,D3,MATT LASANCE SENIOR,SETTER,73,2016-2017
Rivier University,D3,NATHAN KUNKEL SOPHOMORE,OUTSIDE HITTER,75,2016-2017
Rivier University,D3,TYLER BLANK SENIOR,SETTER,72,2016-2017
Rutgers University,D3,AESHANG SHAH,DEFENSIVE SPECIALIST,68,2016-2017
Rutgers University,D3,ARNAN ROMUA,SETTER,68,2016-2017
Rutgers University,D3,BRENDON FRANK RSS,NULL,NULL,2016-2017
Rutgers University,D3,COREY PIEPER,OUTSIDE HITTER,77,2016-2017
Rutgers University,D3,DEV DEOKIE,SETTER,72,2016-2017
Rutgers University,D3,DOM GUTOWSKI,MIDDLE BLOCKER,78,2016-2017
Rutgers University,D3,JAKE CONNORS,LIBERO,71,2016-2017
Rutgers University,D3,JALEN SORRELL,MIDDLE BLOCKER,78,2016-2017
Rutgers University,D3,JUSTIN SANDY,OUTSIDE HITTER,74,2016-2017
Rutgers University,D3,MALIK PATEL,OUTSIDE HITTER,71,2016-2017
Rutgers University,D3,MARTIN CHUKWU JR,OUTSIDE HITTER,73,2016-2017
Rutgers University,D3,MAX WINSTANLEY,MIDDLE BLOCKER,77,2016-2017
Rutgers University,D3,MIGUEL OCONNER LDS,NULL,NULL,2016-2017
Rutgers University,D3,RICKY CRUMLISH,OUTSIDE HITTER,73,2016-2017
Rutgers University,D3,WARREN HILLIARD,DEFENSIVE SPECIALIST,69,2016-2017
Sacret Heart University,D1,BLAKE COX,OUTSIDE HITTER,71,2016-2017
Sacret Heart University,D1,BOBBY COSTIGAN,RIGHT SIDE,77,2016-2017
Sacret Heart University,D1,BRIAN ROSS,RIGHT SIDE,NULL,2016-2017
Sacret Heart University,D1,CALIN BUTLER,OUTSIDE HITTER,72,2016-2017
Sacret Heart University,D1,CHRIS JOHNSTON,MIDDLE BLOCKER,81,2016-2017
Sacret Heart University,D1,CHRISTOPHER DELUCIE,OUTSIDE HITTER,77,2016-2017
Sacret Heart University,D1,CONNOR MAHONY,OUTSIDE HITTER,76,2016-2017
Sacret Heart University,D1,DANIEL VASQUEZ,LIBERO,67,2016-2017
Sacret Heart University,D1,DOUG DZEMA,MIDDLE BLOCKER,75,2016-2017
Sacret Heart University,D1,EDUARDO ZARDO,SETTER,75,2016-2017
Sacret Heart University,D1,EMERSON WAUMANS,RIGHT SIDE/SETTER,79,2016-2017
Sacret Heart University,D1,JOSHUA AYZENBERG,LIBERO,68,2016-2017
Sacret Heart University,D1,MICHAEL COMENS,OUTSIDE HITTER,75,2016-2017
Sacret Heart University,D1,MICHAEL MCLAUGHLIN,MIDDLE BLOCKER,77,2016-2017
Sacret Heart University,D1,NOAH RICCHETTI,SETTER,76,2016-2017
Sacret Heart University,D1,RAMIRO BALAGUER,SETTER,72,2016-2017
Sacret Heart University,D1,TAYLOR BLOOMQUIST,RIGHT SIDE/MIDDLE BLOCKER,80,2016-2017
Sacret Heart University,D1,TOM WISNIEWSKI,OUTSIDE HITTER,74,2016-2017
Sacret Heart University,D1,TYLER LEE,SETTER,70,2016-2017
Sarah Lawrence College,D3,ALEX WAH,OUTSIDE HITTER,71,2016-2017
Sarah Lawrence College,D3,BJ SANDERS,MIDDLE BLOCKER,78,2016-2017
Sarah Lawrence College,D3,CALLAN MOOR,OUTSIDE HITTER,76,2016-2017
Sarah Lawrence College,D3,HARRIS SILCOTT,OUTSIDE HITTER,70,2016-2017
Sarah Lawrence College,D3,ISAAC GAMBOA,MIDDLE BLOCKER,75,2016-2017
Sarah Lawrence College,D3,ITHAI DIAKOV,SETTER,65,2016-2017
Sarah Lawrence College,D3,MATIAS SANCHEZ,RIGHT SIDE,70,2016-2017
Sarah Lawrence College,D3,MAXWELL SAVO,MIDDLE BLOCKER,73,2016-2017
Sarah Lawrence College,D3,MEHRAN HICKS,RIGHT SIDE,73,2016-2017
Sarah Lawrence College,D3,NICK RANSOM,RIGHT SIDE,67,2016-2017
Sarah Lawrence College,D3,ZACK ROCCAFORTE,RIGHT SIDE,70,2016-2017
Southern Virginia University,D3,ALMA RAY,OUTSIDE HITTER,75,2016-2017
Southern Virginia University,D3,AVERY NAJARIAN,OUTSIDE HITTER,82,2016-2017
Southern Virginia University,D3,CLAYTON FONTANO,RIGHT SIDE,79,2016-2017
Southern Virginia University,D3,COLBY WILSON,MIDDLE BLOCKER,76,2016-2017
Southern Virginia University,D3,DANIEL AINA,DEFENSIVE SPECIALIST,71,2016-2017
Southern Virginia University,D3,JOEL BERGMAN,OUTSIDE HITTER,NULL,2016-2017
Southern Virginia University,D3,JORDAN CAMBRON,OUTSIDE HITTER,73,2016-2017
Southern Virginia University,D3,KAIPO TAGALOA,SETTER,73,2016-2017
Southern Virginia University,D3,MITCH USEVITCH,MIDDLE BLOCKER,77,2016-2017
Southern Virginia University,D3,MONTE TUKUMOEATU,RIGHT SIDE,75,2016-2017
Southern Virginia University,D3,PAUL CANDLAND,MIDDLE BLOCKER,76,2016-2017
Southern Virginia University,D3,PAUL CLARK,OUTSIDE HITTER,72,2016-2017
